statId;macId;ramUsage;batteryLevel;cpuUsage;timestamp
29161;473;1818;22;0;*
29162;473;1813;23;0;*
29163;473;1815;23;0;*
29164;473;1834;24;0;*
29165;473;1835;24;0;*
29166;473;1814;24;0;*
29167;473;1812;24;0;*
29168;473;1794;25;0;*
29169;473;1795;25;0;*
29170;473;1779;26;0;*
29171;473;1781;26;0;*
29172;473;1795;27;0;*
29173;473;1796;27;0;*
29174;473;1789;28;0;*
29175;473;1787;28;0;*
29176;473;1929;29;0;*
29177;473;1931;29;0;*
29178;473;1893;30;0;*
29179;473;1896;30;0;*
29180;473;1882;31;0;*
29181;473;1884;31;0;*
29182;473;1867;31;0;*
29183;473;1868;31;0;*
29184;473;1844;32;0;*
29185;473;1845;32;0;*
29186;473;1881;33;0;*
29187;473;1879;33;0;*
29188;473;1810;34;0;*
29189;473;1806;34;0;*
29190;473;1795;35;0;*
29191;473;1793;35;0;*
29192;473;1817;35;0;*
29193;473;1819;35;0;*
29194;473;1824;35;0;*
29195;473;1822;35;0;*
29196;473;1808;35;0;*
29197;473;1806;35;0;*
29198;473;1722;35;0;*
29199;473;1724;35;0;*
29200;473;1742;35;0;*
29201;473;1745;35;0;*
29202;473;1820;35;0;*
29203;473;1823;35;0;*
29204;473;1811;35;0;*
29205;473;1814;35;0;*
29206;473;1788;35;0;*
29207;473;1790;35;0;*
29208;473;1786;35;0;*
29209;473;1788;35;0;*
29210;473;1708;35;0;*
29211;473;1710;35;0;*
29212;473;1721;35;0;*
29213;473;1722;35;0;*
29214;473;1711;35;0;*
29215;473;1714;35;0;*
29216;473;1712;34;0;*
29217;473;1714;34;0;*
29218;473;1702;34;0;*
29219;473;1704;34;0;*
29220;473;1660;34;0;*
29221;473;1658;34;0;*
29222;473;1671;34;0;*
29223;473;1675;34;0;*
29224;473;1670;34;0;*
29225;473;1673;34;0;*
29226;473;1642;34;0;*
29227;473;1644;34;0;*
29228;473;1650;33;0;*
29229;473;1652;33;0;*
29230;473;1626;33;0;*
29231;473;1624;33;0;*
29232;473;1678;33;0;*
29233;473;1682;33;0;*
29234;473;1651;33;0;*
29235;473;1652;33;0;*
29236;473;1654;32;0;*
29237;473;1658;32;0;*
29238;473;1618;32;0;*
29239;473;1622;32;0;*
29240;473;1607;32;0;*
29241;473;1608;32;0;*
29242;473;1599;32;0;*
29243;473;1602;32;0;*
29244;473;1609;31;0;*
29245;473;1606;31;0;*
29246;473;1611;31;0;*
29247;473;1613;31;0;*
29248;473;1618;31;0;*
29249;473;1620;31;0;*
29250;473;1608;31;0;*
29251;473;1610;31;0;*
29252;473;1609;31;0;*
29253;473;1615;31;0;*
29254;473;1586;31;0;*
29255;473;1588;31;0;*
29256;473;1573;30;0;*
29257;473;1575;30;0;*
29258;473;1572;30;0;*
29259;473;1574;30;0;*
29260;473;1565;30;0;*
29261;473;1561;30;0;*
29262;473;1545;30;0;*
29263;473;1542;30;0;*
29264;473;1558;29;0;*
29265;473;1555;29;0;*
29266;473;1551;29;0;*
29267;473;1554;29;0;*
29268;473;1555;29;0;*
29269;473;1556;29;0;*
29270;473;1533;29;0;*
29271;473;1531;29;0;*
29272;473;1440;28;0;*
29273;473;1443;28;0;*
29274;473;1405;27;0;*
29275;473;1410;27;0;*
29276;473;1435;27;0;*
29277;473;1437;27;0;*
29278;473;1951;21;0;*
29279;285;2187;28;0;*
29280;285;2184;28;0;*
29281;285;2311;27;0;*
29282;285;2203;27;0;*
29283;312;2021765120;67;0;*
29284;312;2029748224;67;0;*
29285;473;1867;53;0;*
29286;473;1878;53;0;*
29287;473;1836;51;0;*
29288;473;1863;51;0;*
29289;473;1805;51;0;*
29290;473;1809;51;0;*
29291;285;2252;80;0;*
29292;285;2232;79;0;*
29293;285;2255;79;0;*
29294;473;1867;92;0;*
29295;473;1771;90;0;*
29296;473;1675;90;0;*
29297;473;1695;90;0;*
29298;473;1693;90;0;*
29299;473;1712;90;0;*
29300;473;1714;90;0;*
29301;257;2158;34;0;*
29302;473;1786;82;0;*
29303;473;1719;82;0;*
29304;473;1738;82;0;*
29305;473;1716;81;0;*
29306;473;1720;81;0;*
29307;473;1713;81;0;*
29308;473;1716;81;0;*
29309;473;1767;81;0;*
29310;473;1767;81;0;*
29311;312;3486;72;0;*
29312;312;3574;72;0;*
29313;312;3506;72;0;*
29314;312;3572;72;0;*
29315;285;2308;100;0;*
29316;285;2224;78;0;*
29317;285;2244;78;0;*
29318;285;2216;59;0;*
29337;285;2103;82;0;*
29338;285;2125;82;0;*
29339;285;2222;58;0;*
29340;285;2261;58;0;*
29341;285;2169;99;0;*
29347;135;2524;57;0;*
29348;135;2580;57;0;*
29349;135;2576;57;0;*
29350;135;2607;56;0;*
29351;135;2559;56;0;*
29352;135;2625;56;0;*
29353;135;2636;56;0;*
29354;135;2637;56;0;*
29355;135;2581;55;0;*
29356;135;2611;55;0;*
29357;135;2627;55;0;*
29358;135;2622;55;0;*
29359;135;2631;55;0;*
29360;135;2638;55;0;*
29361;135;2634;54;0;*
29362;135;2694;54;0;*
29363;135;2672;54;0;*
29364;135;2680;54;0;*
29365;135;2683;54;0;*
29366;135;2800;54;0;*
29367;135;2771;54;0;*
29368;135;2787;54;0;*
29369;135;2776;53;0;*
29370;135;2796;53;0;*
29371;135;2768;53;0;*
29372;135;2825;53;0;*
29373;135;2782;53;0;*
29374;135;2776;53;0;*
29375;135;2837;53;0;*
29376;135;2779;52;0;*
29377;135;2864;52;0;*
29378;135;2853;52;0;*
29379;135;2862;52;0;*
29380;135;2866;52;0;*
29381;135;2877;52;0;*
29382;135;2912;52;0;*
29383;135;2886;51;0;*
29384;135;2929;51;0;*
29385;135;2957;51;0;*
29386;135;2929;51;0;*
29387;135;2921;51;0;*
29388;135;2961;51;0;*
29389;135;2969;51;0;*
29390;135;2805;51;0;*
29391;135;2935;51;0;*
29392;135;2917;51;0;*
29393;135;2929;51;0;*
29394;135;2890;51;0;*
29395;135;2957;50;0;*
29396;135;2914;50;0;*
29397;135;2817;50;0;*
29398;135;2937;50;0;*
29399;135;2894;50;0;*
29400;135;2912;49;0;*
29401;135;2878;49;0;*
29402;135;2902;49;0;*
29403;135;2895;49;0;*
29404;135;2879;49;0;*
29405;135;2874;49;0;*
29406;135;2968;49;0;*
29407;135;2922;49;0;*
29408;135;2901;49;0;*
29409;135;2925;49;0;*
29410;135;2950;49;0;*
29411;135;2914;49;0;*
29412;135;2881;49;0;*
29413;135;2897;49;0;*
29414;135;2921;49;0;*
29415;135;2972;49;1;*
29416;135;2964;49;0;*
29417;135;2960;49;0;*
29418;135;2991;49;0;*
29419;135;2986;49;0;*
29420;135;2967;49;0;*
29421;135;2985;49;0;*
29422;135;2981;49;0;*
29423;135;2942;49;0;*
29424;135;2924;49;0;*
29431;17;1031;51;0;*
29432;1;3012;67;0;*
29433;1;2949;69;0;*
29434;1;2918;72;0;*
29435;1;2909;75;0;*
29436;1;2900;78;0;*
29437;1;2905;80;0;*
29438;1;2953;82;0;*
29439;1;2952;83;0;*
29440;1;2998;85;0;*
29441;1;2731;86;0;*
29442;1;2744;87;0;*
29443;1;2765;87;0;*
29444;1;2747;88;0;*
29445;1;2827;89;0;*
29446;1;2775;89;0;*
29447;1;2789;89;0;*
29448;1;2789;90;0;*
29449;1;2772;90;0;*
29450;1;2782;91;0;*
29451;1;2774;92;0;*
29452;1;2789;94;0;*
29453;1;2784;95;0;*
29454;1;2825;96;0;*
29455;1;2912;97;0;*
29456;1;2834;97;0;*
29457;1;2900;96;0;*
29458;1;2902;96;0;*
29459;1;2862;96;0;*
29460;1;2877;96;0;*
29461;312;3529;100;0;*
29462;1;2731;96;0;*
29463;312;3399;100;0;*
29464;312;3394;100;0;*
29465;312;3570;100;0;*
29466;1;2739;96;0;*
29467;312;3942;100;0;*
29468;312;3763;100;0;*
29469;1;2663;95;0;*
29470;1;2796;95;0;*
29471;285;2033;44;0;*
29472;285;2045;44;0;*
29473;312;3784;100;0;*
29474;1;2827;95;0;*
29475;1;2811;94;0;*
29476;1;2961;94;0;*
29477;1;3082;94;0;*
29478;1;2997;94;0;*
29479;1;3032;94;0;*
29480;1;3026;94;0;*
29481;1;3021;94;0;*
29482;1;2970;93;0;*
29483;312;3775;100;0;*
29484;1;3006;93;0;*
29485;1;3003;93;0;*
29486;1;3032;93;0;*
29487;312;3811;100;0;*
29488;1;3042;93;0;*
29489;1;3025;93;0;*
29490;1;3022;92;0;*
29491;1;3030;92;0;*
29492;1;2990;92;0;*
29493;1;3039;92;0;*
29494;1;3040;92;0;*
29495;1;3029;92;0;*
29496;1;3027;91;0;*
29497;1;2988;91;0;*
29498;312;3798;100;0;*
29499;1;2993;91;0;*
29500;1;3011;91;0;*
29501;1;3005;91;0;*
29502;1;3007;91;0;*
29503;1;2998;91;0;*
29504;1;2978;91;0;*
29505;1;2981;91;0;*
29506;1;2994;90;0;*
29507;1;3012;90;0;*
29508;1;3035;90;0;*
29509;1;3008;90;0;*
29510;1;3003;90;0;*
29511;1;3053;90;0;*
29512;1;3054;90;0;*
29513;1;3025;90;0;*
29514;312;3815;99;0;*
29515;1;3010;90;0;*
29516;1;3015;90;0;*
29517;1;3026;90;0;*
29518;1;3040;89;0;*
29519;1;3032;89;0;*
29520;1;3050;89;0;*
29521;1;3069;89;0;*
29522;1;3012;89;0;*
29523;1;2963;89;0;*
29524;312;3785;99;0;*
29525;1;2938;89;0;*
29526;1;3000;88;0;*
29527;1;3035;88;0;*
29528;1;3018;87;0;*
29529;312;3719;99;0;*
29530;1;2994;87;0;*
29531;1;2980;87;0;*
29532;1;2986;87;0;*
29533;312;3730;99;0;*
29534;1;2994;87;0;*
29535;1;2999;87;0;*
29536;1;2967;87;0;*
29537;1;2978;87;0;*
29538;312;3742;99;0;*
29539;1;3051;86;0;*
29540;1;3001;86;0;*
29541;1;2991;86;0;*
29542;1;3029;86;0;*
29543;312;3734;99;0;*
29544;1;2955;86;0;*
29545;1;3010;85;0;*
29546;1;3023;85;0;*
29547;1;2990;85;0;*
29548;312;3752;99;0;*
29549;1;3021;85;0;*
29550;1;2985;85;0;*
29551;312;3751;98;0;*
29552;1;2987;85;0;*
29553;1;2986;85;0;*
29554;1;2982;85;0;*
29555;312;3756;98;0;*
29556;1;2978;85;0;*
29557;1;2988;85;0;*
29558;312;3740;98;0;*
29559;1;3043;85;0;*
29560;312;3738;98;0;*
29561;1;3146;84;0;*
29562;1;3097;84;0;*
29563;1;3184;84;0;*
29564;1;3136;84;0;*
29565;1;3214;84;0;*
29566;312;3711;98;0;*
29567;1;3152;83;0;*
29568;1;3163;83;0;*
29569;1;3088;83;0;*
29570;1;3110;83;0;*
29571;1;3135;82;0;*
29572;312;3729;97;0;*
29573;1;3139;82;0;*
29574;1;3098;82;0;*
29575;1;3117;82;0;*
29576;1;3124;82;0;*
29577;1;3085;81;0;*
29578;312;3734;97;0;*
29579;1;3106;81;0;*
29580;1;3128;81;0;*
29581;1;3139;80;0;*
29582;1;3079;80;0;*
29583;1;3101;80;0;*
29584;1;3080;80;0;*
29585;1;3112;79;0;*
29586;1;3077;79;0;*
29587;1;3081;79;0;*
29588;1;3109;79;0;*
29589;1;3135;78;0;*
29590;1;3114;78;0;*
29591;1;3119;78;0;*
29592;1;3161;78;0;*
29593;312;3739;97;0;*
29594;1;3100;77;0;*
29595;1;3098;77;0;*
29596;1;3117;77;0;*
29597;1;3109;77;0;*
29598;1;3120;77;0;*
29599;1;3163;77;0;*
29600;1;3109;76;0;*
29601;1;3123;76;0;*
29602;1;3119;76;0;*
29603;1;3102;76;0;*
29604;1;3120;75;0;*
29605;1;3164;75;0;*
29606;312;3745;97;0;*
29607;1;3160;75;0;*
29608;1;3131;75;0;*
29609;1;3144;75;0;*
29610;1;3149;75;0;*
29611;1;3166;75;0;*
29612;1;3093;75;0;*
29613;1;3148;74;0;*
29614;1;3091;74;0;*
29615;1;3108;73;0;*
29616;1;3163;73;0;*
29617;1;3120;73;0;*
29618;1;3129;73;0;*
29619;1;3167;73;0;*
29620;1;3211;73;0;*
29621;1;3205;73;0;*
29622;1;3209;72;0;*
29623;1;2955;72;0;*
29624;1;3006;72;0;*
29625;1;2947;71;0;*
29626;1;2936;71;0;*
29627;1;2939;71;0;*
29628;1;2968;71;0;*
29629;1;2992;70;0;*
29630;1;3001;70;0;*
29631;1;2971;70;0;*
29632;1;2984;70;0;*
29633;1;2975;69;0;*
29634;1;3016;69;0;*
29635;1;2978;69;0;*
29636;1;3001;69;0;*
29637;312;3729;96;0;*
29638;1;2993;68;0;*
29639;1;3067;68;0;*
29640;1;3037;68;0;*
29641;1;2925;68;0;*
29642;1;2905;68;0;*
29643;312;3715;96;0;*
29644;1;2964;67;0;*
29645;1;2980;67;0;*
29646;1;2973;67;0;*
29647;1;2938;66;0;*
29648;312;3697;96;0;*
29649;1;2950;66;0;*
29650;1;2955;66;0;*
29651;1;2985;66;0;*
29652;312;3718;95;0;*
29653;1;2993;66;0;*
29654;1;3013;65;0;*
29655;1;3033;65;0;*
29656;312;3723;95;0;*
29657;1;2978;65;0;*
29658;285;2159;100;0;*
29659;1;2982;65;0;*
29660;1;2990;65;0;*
29661;1;2907;64;0;*
29662;1;2983;64;0;*
29663;263;2779;64;0;*
29664;1;2975;64;0;*
29665;312;3682;95;0;*
29666;1;2992;64;0;*
29667;1;2936;63;0;*
29668;1;2943;63;0;*
29669;1;3015;63;0;*
29670;1;3009;63;0;*
29671;1;2969;63;0;*
29672;1;2996;62;0;*
29673;1;3004;62;0;*
29674;312;3692;95;0;*
29675;1;2984;62;0;*
29676;1;3002;61;0;*
29677;1;2927;61;0;*
29678;1;2939;61;0;*
29679;1;2914;61;0;*
29680;1;2909;61;0;*
29681;1;2904;61;0;*
29682;312;3693;95;0;*
29683;1;2897;60;0;*
29684;1;2900;60;0;*
29685;1;2910;60;0;*
29686;1;2913;59;0;*
29687;1;2973;59;0;*
29688;1;2943;59;0;*
29689;1;2933;59;0;*
29690;1;2933;59;0;*
29691;1;2935;58;0;*
29692;312;3683;95;0;*
29693;1;2962;58;0;*
29694;1;2945;58;0;*
29695;1;2917;58;0;*
29696;1;2943;57;0;*
29697;1;2953;57;0;*
29698;1;2958;57;0;*
29699;312;3573;94;0;*
29700;1;2973;56;0;*
29701;1;2967;56;0;*
29702;1;2948;56;0;*
29703;1;2627;56;0;*
29704;1;2702;57;0;*
29705;1;2707;61;0;*
29706;312;3632;94;0;*
29707;1;2733;63;0;*
29708;1;2757;66;0;*
29709;312;3600;94;0;*
29710;1;2747;70;0;*
29711;1;2736;71;0;*
29712;1;2716;75;0;*
29713;1;2714;78;0;*
29714;312;3586;94;0;*
29715;1;2716;81;0;*
29716;1;2726;84;0;*
29717;1;2706;85;0;*
29718;312;3575;94;0;*
29719;1;2726;88;0;*
29720;1;2711;90;0;*
29721;312;3549;94;0;*
29722;1;2715;92;0;*
29723;1;2769;93;0;*
29724;1;3020;93;0;*
29725;1;3019;94;0;*
29726;1;2967;94;0;*
29727;1;3057;94;0;*
29728;1;3061;95;0;*
29729;312;3541;94;0;*
29730;1;3036;95;0;*
29731;1;3054;95;0;*
29732;1;3078;96;0;*
29733;1;3054;96;0;*
29734;1;3070;96;0;*
29735;1;3054;96;0;*
29736;312;3565;94;0;*
29737;1;3067;96;0;*
29738;1;3053;97;0;*
29739;1;3057;97;0;*
29740;1;3054;97;0;*
29741;1;3063;97;0;*
29742;312;3616;94;0;*
29743;1;3073;97;0;*
29744;1;3072;98;0;*
29745;1;3079;98;0;*
29746;1;3082;98;0;*
29747;1;3069;98;0;*
29748;1;3067;98;0;*
29749;1;3081;99;0;*
29750;312;3639;94;0;*
29751;1;3076;99;0;*
29752;1;3081;99;0;*
29753;1;3086;99;0;*
29754;1;3097;99;0;*
29755;1;3106;100;0;*
29756;1;3102;100;0;*
29757;1;3105;100;0;*
29758;1;3105;100;0;*
29759;1;3018;100;0;*
29760;1;3023;100;0;*
29761;312;3615;94;0;*
29762;1;3030;100;0;*
29763;1;3010;100;0;*
29764;1;3036;100;0;*
29765;1;3044;100;0;*
29766;1;3028;100;0;*
29767;1;3018;100;0;*
29768;1;3064;100;0;*
29769;1;3030;100;0;*
29770;312;3559;94;0;*
29771;1;3061;100;0;*
29772;1;3052;100;0;*
29773;1;2990;100;0;*
29774;1;2985;100;0;*
29775;1;2915;100;0;*
29776;1;2964;100;0;*
29777;1;2968;100;0;*
29778;1;2964;100;0;*
29779;312;3571;94;0;*
29780;1;2974;100;0;*
29781;1;2992;100;0;*
29782;1;3002;100;0;*
29783;1;2970;100;0;*
29784;1;2959;100;0;*
29785;1;3016;100;0;*
29786;1;2999;100;0;*
29787;1;2973;100;0;*
29788;312;3582;94;0;*
29789;1;2975;100;0;*
29790;1;2976;100;0;*
29791;1;3007;100;0;*
29792;312;3604;94;0;*
29793;1;3033;100;0;*
29794;1;3048;100;0;*
29795;1;3068;100;0;*
29796;312;3644;94;0;*
29797;1;3014;100;0;*
29798;1;2997;100;0;*
29799;1;3005;100;0;*
29800;312;3652;94;0;*
29801;1;3010;100;0;*
29802;1;2971;100;0;*
29803;1;2968;100;0;*
29804;1;2958;100;0;*
29805;1;2970;100;0;*
29806;1;2962;100;0;*
29807;1;2991;100;0;*
29808;312;3613;94;0;*
29809;312;3614;94;0;*
29810;1;2977;100;0;*
29811;312;3623;94;0;*
29812;312;3602;94;0;*
29813;312;3686;93;0;*
29814;312;3646;93;0;*
29815;312;3650;93;0;*
29816;312;3659;93;0;*
29817;312;3641;93;0;*
29818;312;3648;92;0;*
29819;285;2229;84;0;*
29820;285;2171;84;0;*
29821;312;3659;92;0;*
29822;312;3644;92;0;*
29823;312;3636;92;0;*
29824;312;3643;91;0;*
29825;312;3685;91;0;*
29826;312;3679;91;0;*
29827;312;3688;91;0;*
29828;312;3700;91;0;*
29829;312;3684;90;0;*
29830;312;3675;90;0;*
29831;312;3652;90;0;*
29832;312;3641;89;0;*
29833;312;3619;89;0;*
29834;312;3624;89;0;*
29835;259;2261;49;0;*
29836;259;2293;49;0;*
29837;312;3669;89;0;*
29838;312;3651;88;0;*
29839;312;3645;88;0;*
29840;312;3663;88;0;*
29841;312;3631;88;0;*
29842;312;3650;87;0;*
29843;312;3656;87;0;*
29844;312;3644;87;0;*
29845;312;3649;87;0;*
29846;312;3656;87;0;*
29847;312;3521;86;0;*
29848;312;3620;86;0;*
29849;312;3633;86;0;*
29850;312;3618;86;0;*
29851;312;3598;86;0;*
29852;312;3607;85;0;*
29853;312;3592;85;0;*
29854;312;3604;85;0;*
29855;312;3609;84;0;*
29856;312;3608;84;0;*
29857;312;3564;84;0;*
29858;312;3571;84;0;*
29859;312;3574;84;0;*
29860;312;3540;83;0;*
29861;312;3552;83;0;*
29862;312;3553;83;0;*
29863;312;3555;83;0;*
29864;312;3547;82;0;*
29865;312;3552;82;0;*
29866;312;3561;82;0;*
29867;312;3524;82;0;*
29868;312;3529;81;0;*
29869;312;3611;81;0;*
29870;312;3592;81;0;*
29871;312;3576;81;0;*
29872;312;3584;81;0;*
29873;312;3591;80;0;*
29874;312;3601;80;0;*
29875;312;3600;80;0;*
29876;312;3599;80;0;*
29877;312;3605;79;0;*
29878;312;3398;79;0;*
29879;312;3369;79;0;*
29880;312;3516;79;0;*
29881;312;3631;78;0;*
29882;312;3595;78;0;*
29883;312;3589;78;0;*
29884;312;3597;78;0;*
29885;312;3587;78;0;*
29886;312;3586;77;0;*
29887;312;3587;77;0;*
29888;312;3600;77;0;*
29889;312;3582;77;0;*
29890;312;3577;77;0;*
29891;312;3578;76;0;*
29892;312;3587;76;0;*
29893;312;3573;76;0;*
29894;312;3576;75;0;*
29895;312;3598;75;0;*
29896;312;3577;75;0;*
29897;312;3589;75;0;*
29898;312;3596;75;0;*
29899;312;3520;74;0;*
29900;312;3520;74;0;*
29901;312;3528;67;0;*
29902;312;3616;67;0;*
29903;312;3615;67;0;*
29904;312;3626;66;0;*
29905;312;3634;66;0;*
29906;312;3649;65;0;*
29907;64;2083;34;0;*
29908;64;2071;34;0;*
29909;312;3656;65;0;*
29910;312;3667;64;0;*
29911;312;3679;64;0;*
29912;312;3639;63;0;*
29913;312;3619;63;0;*
29914;312;3637;62;0;*
29915;312;3623;62;0;*
29916;312;3594;61;0;*
29917;312;3593;61;0;*
29918;312;3608;61;0;*
29919;312;3594;60;0;*
29920;285;2194;49;0;*
29921;285;2223;49;0;*
29922;285;2247;49;0;*
29923;312;3600;60;0;*
29924;312;3604;59;0;*
29925;312;3623;59;0;*
29926;312;3597;59;0;*
29927;312;3729;59;0;*
29928;312;3702;58;0;*
29929;17;1133;88;0;*
29930;17;1115;88;1;*
29931;17;1109;88;0;*
29932;312;3708;58;0;*
29933;285;2131;45;0;*
29934;312;3706;58;0;*
29935;312;3683;57;0;*
29936;312;3698;57;0;*
29937;17;1208;70;0;*
29938;17;921;67;0;*
29939;17;937;67;0;*
29940;312;3715;56;0;*
29941;312;3697;56;0;*
29942;312;3694;55;0;*
29943;473;1665;33;0;*
29944;473;1645;33;0;*
29945;473;1692;32;0;*
29946;473;1736;32;0;*
29947;312;3699;55;0;*
29948;473;1725;31;0;*
29949;473;1724;31;0;*
29950;473;1673;31;0;*
29951;473;1676;31;0;*
29952;312;3682;55;0;*
29953;473;1665;31;0;*
29954;473;1670;31;0;*
29955;312;3672;54;0;*
29956;473;1555;31;0;*
29957;473;1557;31;0;*
29958;312;3679;54;0;*
29959;473;1555;30;0;*
29960;473;1557;30;0;*
29961;312;3679;53;0;*
29962;312;3764;52;0;*
29963;473;1581;30;0;*
29964;473;1583;30;0;*
29965;312;3654;52;0;*
29966;312;3659;52;0;*
29967;473;1568;30;0;*
29968;473;1565;30;0;*
29969;312;3638;52;0;*
29970;473;1605;29;0;*
29971;473;1609;29;0;*
29972;312;3651;51;0;*
29973;473;1589;29;0;*
29974;473;1591;29;0;*
29975;312;3653;50;0;*
29976;473;1580;28;0;*
29977;473;1583;28;0;*
29978;312;3638;50;0;*
29979;473;1598;28;0;*
29980;473;1601;28;0;*
29981;312;3651;49;0;*
29982;312;3669;49;0;*
29983;473;1607;28;0;*
29984;473;1605;28;0;*
29985;312;3652;49;0;*
29986;312;3640;48;0;*
29987;473;1595;28;0;*
29988;473;1597;28;0;*
29989;312;3655;48;0;*
29990;312;3637;48;0;*
29991;473;1602;27;0;*
29992;473;1603;27;0;*
29993;312;3661;47;0;*
29994;473;1593;27;0;*
29995;473;1596;27;0;*
29996;312;3714;47;0;*
29997;312;3694;46;0;*
29998;473;1588;27;0;*
29999;473;1588;27;0;*
30000;312;3672;46;0;*
30001;473;1588;26;0;*
30002;473;1591;26;0;*
30003;312;3678;46;0;*
30004;473;1616;26;0;*
30005;473;1619;26;0;*
30006;312;3670;46;0;*
30007;473;1633;26;0;*
30008;473;1632;26;0;*
30009;312;3504;45;0;*
30010;473;1654;24;0;*
30011;473;1658;24;0;*
30012;473;1613;24;0;*
30013;473;1608;24;0;*
30014;312;3515;45;0;*
30015;473;1749;23;0;*
30016;473;1761;23;0;*
30017;473;1779;23;0;*
30018;473;1782;23;0;*
30019;473;1847;23;0;*
30020;473;1850;23;0;*
30021;312;3509;44;0;*
30022;473;1745;21;0;*
30023;473;1748;21;0;*
30024;473;1883;21;0;*
30025;473;1880;21;0;*
30026;312;3522;44;0;*
30027;473;1873;21;0;*
30028;473;1875;21;0;*
30029;473;1865;21;0;*
30030;473;1868;21;0;*
30031;312;3503;43;0;*
30032;473;1869;21;0;*
30033;473;1871;21;0;*
30034;312;3503;43;0;*
30035;473;1890;21;0;*
30036;473;1892;21;0;*
30037;312;3528;43;0;*
30038;473;1837;21;0;*
30039;473;1835;21;0;*
30040;473;1807;21;0;*
30041;473;1808;21;0;*
30042;312;3497;42;0;*
30043;473;1767;21;0;*
30044;473;1769;21;0;*
30045;312;3622;42;0;*
30046;312;3554;41;0;*
30047;312;3532;41;0;*
30048;312;3511;41;0;*
30049;312;3542;41;0;*
30050;473;1690;21;0;*
30051;473;1693;21;0;*
30052;473;1851;21;0;*
30053;473;1852;21;0;*
30054;473;1907;20;0;*
30055;473;1903;20;0;*
30056;312;3517;41;0;*
30057;312;3508;41;0;*
30058;312;3518;41;0;*
30059;312;3505;41;0;*
30060;312;3506;40;0;*
30061;312;3503;40;0;*
30062;312;3508;40;0;*
30063;312;3505;40;0;*
30064;312;3518;39;0;*
30065;285;2285;66;0;*
30066;285;2302;66;0;*
30067;312;3498;39;0;*
30068;312;3487;39;0;*
30069;312;3501;39;0;*
30070;312;3519;39;0;*
30071;312;3496;39;0;*
30072;312;3508;38;0;*
30073;312;3522;38;0;*
30074;312;3494;38;0;*
30075;312;3497;37;0;*
30076;312;3530;37;0;*
30077;312;3536;37;0;*
30078;312;3517;37;0;*
30079;312;3533;37;0;*
30080;285;2405;59;0;*
30081;312;3533;36;0;*
30082;312;3504;36;0;*
30083;312;3521;36;0;*
30084;312;3442;36;0;*
30085;312;3427;35;0;*
30086;312;3439;35;0;*
30087;312;3438;35;0;*
30088;312;3327;35;0;*
30089;312;3327;34;0;*
30090;312;3292;34;0;*
30091;312;3306;34;0;*
30092;312;3316;34;0;*
30093;312;3315;33;0;*
30094;312;3315;33;0;*
30095;312;3319;33;0;*
30096;312;3317;32;0;*
30097;312;3301;32;0;*
30098;285;2348;53;0;*
30099;285;2307;53;0;*
30100;312;3313;32;0;*
30101;312;3432;32;0;*
30102;312;3398;32;0;*
30103;312;3411;32;0;*
30104;312;3397;31;0;*
30105;312;3406;31;0;*
30106;312;3416;31;0;*
30107;312;3409;31;0;*
30108;312;3397;30;0;*
30109;312;3348;30;0;*
30110;312;3359;30;0;*
30111;312;3334;30;0;*
30112;312;3331;29;0;*
30113;312;3311;29;0;*
30114;312;3330;29;0;*
30115;312;3314;29;0;*
30116;312;3322;29;0;*
30117;312;3334;28;0;*
30118;312;3320;28;0;*
30119;312;3326;28;0;*
30120;312;3336;28;0;*
30121;312;3343;27;0;*
30122;312;3381;27;0;*
30123;234;2600;7;0;*
30124;312;3373;27;0;*
30125;312;3378;27;0;*
30126;312;3379;26;0;*
30127;312;3364;26;0;*
30128;312;3375;26;0;*
30129;312;3383;26;0;*
30130;312;3364;25;0;*
30131;312;3361;25;0;*
30132;312;3253;25;0;*
30133;312;3230;25;0;*
30134;312;3495;24;0;*
30135;312;3542;23;0;*
30136;312;3500;23;0;*
30137;312;3508;23;0;*
30138;312;3503;23;0;*
30139;312;3501;23;0;*
30140;312;3509;23;0;*
30141;312;3483;23;0;*
30142;312;3478;22;0;*
30143;312;3490;22;0;*
30144;312;3491;22;0;*
30145;312;3476;22;0;*
30146;312;3478;22;0;*
30147;312;3491;21;0;*
30148;312;3503;21;0;*
30149;312;3474;21;0;*
30150;312;3481;21;0;*
30151;312;3493;20;0;*
30152;312;3477;20;0;*
30153;312;3483;20;0;*
30154;312;3497;20;0;*
30155;312;3502;20;0;*
30156;312;3494;20;0;*
30157;312;3487;19;0;*
30158;312;3499;19;0;*
30159;312;3498;18;0;*
30160;312;3486;18;0;*
30161;312;3511;18;0;*
30162;312;3513;18;0;*
30163;312;3499;18;0;*
30164;312;3432;18;0;*
30165;312;3288;17;0;*
30166;312;3220;17;0;*
30167;312;3176;17;0;*
30168;312;3191;16;0;*
30169;312;3204;16;0;*
30170;312;3334;15;0;*
30171;312;3415;14;0;*
30172;312;3429;14;0;*
30173;312;3412;14;0;*
30174;312;3401;14;0;*
30175;312;3401;14;0;*
30176;312;3406;14;0;*
30177;312;3393;14;0;*
30178;312;3396;14;0;*
30179;312;3410;13;0;*
30180;312;3397;13;0;*
30181;312;3406;13;0;*
30182;312;3404;12;0;*
30183;312;3412;11;0;*
30184;312;3405;11;0;*
30185;312;3395;11;0;*
30186;312;3393;9;0;*
